,Unnamed: 0, Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min,Label
10,318570,80,482,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,6224.06639,241.0,15.55634919,252,230,482,241.0,15.55634919,252,230,0,0.0,0.0,0,0,0,0,0,0,96,0,6224.06639,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,96,0,0,0,0,0,0,3,0,0,0,274,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Dos
11,305872,80,11981,3,1,18,0,6,6,6.0,0.0,0,0,0.0,0.0,1502.378766,333.8619481,3993.666667,5275.386747,10005,135,11981,5990.5,5677.360346,10005,1976,0,0.0,0.0,0,0,0,0,0,0,60,32,250.3964611,83.46548702,0,6,4.8,2.683281573,7.2,1,0,0,0,0,0,0,0,0,6.0,6.0,0.0,60,0,0,0,0,0,0,3,18,1,0,0,235,2,20,0.0,0.0,0,0,0.0,0.0,0,0,Dos
12,23040,80,718457,3,4,26,11601,20,0,8.666666667,10.26320288,8760,0,2900.25,4128.319301,16183.29281,9.743102232,119742.8333,280928.4791,692833,44,25285,12642.5,17292.29633,24870,415,718413,239471.0,392825.1678,692833,189,0,0,0,0,72,92,4.175615242,5.567486989,0,8760,1453.375,3113.952607,9696700.839,0,0,0,1,0,0,0,0,1,1661.0,8.666666667,2900.25,72,0,0,0,0,0,0,3,26,4,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
13,298709,80,1,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2000000.0,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0.0,0.0,0,0,0,0,0,0,64,0,2000000.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,251,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Dos
14,270918,80,100131596,9,7,350,11595,350,0,38.88888889,116.6666667,5792,0,1656.428571,1947.638216,119.2930152,0.159789723,6675439.733,25800000.0,100000000,7,100000000,12500000.0,35400000.0,100000000,7,77557,12926.16667,26401.66894,66082,46,0,0,0,0,296,232,0.089881719,0.069908004,0,5792,702.6470588,1451.19429,2105964.868,0,0,0,0,1,0,0,0,0,746.5625,38.88888889,1656.428571,296,0,0,0,0,0,0,9,350,7,11595,251,235,1,32,1170.0,0.0,1170,1170,100000000.0,0.0,100000000,100000000,Dos
15,190839,2048,45,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,133333.3333,44444.44444,45.0,0.0,45,45,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,22222.22222,22222.22222,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,PortScan
16,94325,80,387003,4,7,622,11595,311,0,155.5,179.5559337,4344,0,1656.428571,1757.579003,31568.23074,28.42355227,38700.3,76751.42473,202957,17,223937,74645.66667,111524.9475,202957,1005,386685,64447.5,101529.1405,223711,17,0,0,0,0,136,232,10.33583719,18.08771508,0,4344,1018.083333,1522.447519,2317846.447,0,0,0,1,0,0,0,0,1,1110.636364,155.5,1656.428571,136,0,0,0,0,0,0,4,622,7,11595,29200,235,2,32,0.0,0.0,0,0,0.0,0.0,0,0,Dos
17,178838,3801,36,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,166666.6667,55555.55556,36.0,0.0,36,36,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,27777.77778,27777.77778,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,PortScan
18,93498,80,81714375,8,5,56,11607,20,0,7.0,5.656854249,8675,0,2321.4,3769.536019,142.728865,0.159090735,6809531.25,20900000.0,72800000,3,81700000,11700000.0,27200000.0,72800000,3,33355,8338.75,15341.61309,31317,4,0,0,0,0,172,112,0.097901991,0.061188744,0,8675,833.5,2386.768615,5696664.423,0,0,0,0,1,0,0,0,0,897.6153846,7.0,2321.4,172,0,0,0,0,0,0,8,56,5,11607,256,229,6,20,2021.0,0.0,2021,2021,40800000.0,45200000.0,72800000,8847801,DDoS
19,203604,50800,38,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,157894.7368,52631.57895,38.0,0.0,38,38,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,26315.78947,26315.78947,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,PortScan
20,224504,80,98343769,10,6,376,11595,370,0,37.6,116.8086755,4344,0,1932.5,1754.831473,121.7260648,0.162694598,6556251.267,25400000.0,98200000,1,98200000,10900000.0,32700000.0,98200000,1,147570,29514.0,58858.99034,134329,17,0,0,0,0,316,200,0.101684124,0.061010474,0,4344,704.1764706,1358.117826,1844484.029,0,0,0,0,1,0,0,0,0,748.1875,37.6,1932.5,316,0,0,0,0,0,0,10,376,6,11595,251,235,2,20,10.0,0.0,10,10,98200000.0,0.0,98200000,98200000,Dos
21,44068,21,9097833,9,15,99,188,22,0,11.0,8.660254038,34,0,12.53333333,14.54975045,31.54597364,2.637990827,395557.9565,1030360.393,3236919,3,5984535,748066.875,1391497.209,3280930,3,9097763,649840.2143,1272275.724,3236919,3,0,0,0,0,296,488,0.98924656,1.648744267,0,34,11.48,12.44025723,154.76,0,0,0,1,0,0,0,0,1,11.95833333,11.0,12.53333333,296,0,0,0,0,0,0,9,99,15,188,29200,227,6,32,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack
22,68526,80,79851668,8,6,56,11607,20,0,7.0,5.656854249,4380,0,1934.5,2177.344966,146.058314,0.175325079,6142436.0,21500000.0,77600000,0,79000000,11300000.0,29200000.0,77600000,0,821235,164247.0,366741.6079,820294,3,0,0,0,0,172,132,0.100185759,0.07513932,0,4380,777.9333333,1627.46176,2648631.781,0,0,0,0,1,0,0,0,0,833.5,7.0,1934.5,172,0,0,0,0,0,0,8,56,6,11607,256,229,6,20,1446998.0,0.0,1446998,1446998,77600000.0,0.0,77600000,77600000,DDoS
23,181710,5902,12,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,500000.0,166666.6667,12.0,0.0,12,12,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,83333.33333,83333.33333,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,PortScan
24,141134,2381,44,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,181818.1818,45454.54545,44.0,0.0,44,44,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,22727.27273,22727.27273,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,PortScan
25,19500,80,7909544,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,3.792886164,0.632147694,1977386.0,3954123.334,7908571,228,7909544,1977386.0,3954123.334,7908571,228,0,0.0,0.0,0,0,0,0,0,0,100,0,0.632147694,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,973.0,0.0,973,973,7908571.0,0.0,7908571,7908571,DDoS
26,167238,80,84531262,8,7,329,11595,329,0,41.125,116.3190655,5792,0,1656.428571,2118.227235,141.0602388,0.177449143,6037947.286,22600000.0,84400000,1,84400000,12100000.0,31900000.0,84400000,1,144577,24096.16667,52221.57871,130088,45,0,0,0,0,264,232,0.094639543,0.0828096,0,5792,745.25,1577.962589,2489965.933,0,0,0,0,1,0,0,0,0,794.9333333,41.125,1656.428571,264,0,0,0,0,0,0,8,329,7,11595,274,235,1,32,1006.0,0.0,1006,1006,84400000.0,0.0,84400000,84400000,Dos
27,80553,80,102392177,10,5,345,11595,339,0,34.5,107.0070091,10147,0,2319.0,4420.67608,116.6104711,0.146495567,7313726.929,26500000.0,99400000,2,102000000,11400000.0,33000000.0,99400000,2,1688,422.0,419.2843109,955,3,0,0,0,0,332,168,0.097663711,0.048831856,0,10147,746.25,2533.285679,6417536.333,0,0,0,0,1,0,0,0,0,796.0,34.5,2319.0,332,0,0,0,0,0,0,10,345,5,11595,251,235,2,20,1970.0,0.0,1970,1970,99400000.0,0.0,99400000,99400000,Dos
28,223095,513,25,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,240000.0,80000.0,25.0,0.0,25,25,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,40000.0,40000.0,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,PortScan
29,58159,80,1090291,3,4,26,11607,20,0,8.666666667,10.26320288,11595,0,2901.75,5795.50069,10669.62857,6.420304304,181715.1667,444700.4103,1089456,5,743,371.5,365.5742059,630,113,1090189,363396.3333,628786.2199,1089456,5,0,0,0,0,72,92,2.751558987,3.668745317,0,11595,1454.125,4097.537534,16800000.0,0,0,0,1,0,0,0,0,1,1661.857143,8.666666667,2901.75,72,0,0,0,0,0,0,3,26,4,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
30,223116,80,98510135,6,4,348,11595,348,0,58.0,142.0704051,8688,0,2898.75,4095.56617,121.2362566,0.101512398,10900000.0,32800000.0,98500000,2,98500000,19700000.0,44000000.0,98500000,2,33863,11287.66667,11233.96387,22655,192,0,0,0,0,200,136,0.060907439,0.040604959,0,8688,1085.727273,2666.200596,7108625.618,0,0,0,0,1,0,0,0,0,1194.3,58.0,2898.75,200,0,0,0,0,0,0,6,348,4,11595,251,235,1,32,6.0,0.0,6,6,98500000.0,0.0,98500000,98500000,Dos
31,190980,7,63,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,95238.09524,31746.03175,63.0,0.0,63,63,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,15873.01587,15873.01587,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,PortScan
32,211371,80,83855251,10,7,654,11595,327,0,65.4,137.875306,4344,0,1656.428571,1757.579003,146.0731422,0.202730298,5240953.188,20900000.0,83500000,1,83700000,9301958.667,27800000.0,83500000,1,353352,58892.0,94407.08002,215839,19,0,0,0,0,328,232,0.119253116,0.083477181,0,4344,680.5,1319.964494,1742306.265,0,0,0,0,1,0,0,0,0,720.5294118,65.4,1656.428571,328,0,0,0,0,0,0,10,654,7,11595,251,235,2,32,2007.0,0.0,2007,2007,83500000.0,0.0,83500000,83500000,Dos
33,269499,80,97741734,7,5,314,11595,308,0,44.85714286,116.0566364,8688,0,2319.0,3633.79705,121.8415053,0.12277253,8885612.182,29500000.0,97700000,3,97700000,16300000.0,39900000.0,97700000,3,15494,3873.5,5136.989034,11035,100,0,0,0,0,220,168,0.071617309,0.051155221,0,8688,916.0769231,2396.039596,5741005.744,0,0,0,0,1,0,0,0,0,992.4166667,44.85714286,2319.0,220,0,0,0,0,0,0,7,314,5,11595,251,235,2,20,1984.0,0.0,1984,1984,97700000.0,0.0,97700000,97700000,Dos
34,327291,80,12992,3,1,18,0,6,6,6.0,0.0,0,0,0.0,0.0,1385.46798,307.8817734,4330.666667,7481.888821,12970,1,12992,6496.0,9185.317088,12991,1,0,0.0,0.0,0,0,0,0,0,0,60,32,230.91133,76.97044335,0,6,4.8,2.683281573,7.2,1,0,0,0,0,0,0,0,0,6.0,6.0,0.0,60,0,0,0,0,0,0,3,18,1,0,0,235,2,20,0.0,0.0,0,0,0.0,0.0,0,0,Dos
35,211308,1914,42,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,142857.1429,47619.04762,42.0,0.0,42,42,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,23809.52381,23809.52381,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,PortScan
36,254301,80,68834520,5,6,336,11595,324,0,67.2,143.5869075,5792,0,1932.5,2181.008184,173.328731,0.15980354,6883452.0,21700000.0,68700000,5,68700000,17200000.0,34300000.0,68700000,907,146320,29264.0,57332.39119,131185,45,0,0,0,0,144,200,0.072637973,0.087165568,0,5792,994.75,1768.976958,3129279.477,1,0,0,0,0,0,0,0,1,1085.181818,67.2,1932.5,144,0,0,0,0,0,0,5,336,6,11595,0,235,2,20,8982.0,0.0,8982,8982,68700000.0,0.0,68700000,68700000,Dos
37,175456,8081,13,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,461538.4615,153846.1538,13.0,0.0,13,13,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,76923.07692,76923.07692,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,PortScan
38,19982,80,137008,2,6,20,11607,20,0,10.0,14.14213562,5840,0,1934.5,2538.919278,84863.6576,58.39075091,19572.57143,51351.62794,136025,3,915,915.0,0.0,915,915,136956,27391.2,60733.68408,136033,3,0,0,0,0,52,132,14.59768773,43.79306318,0,5840,1291.888889,2226.654017,4957988.111,0,0,0,1,0,0,0,0,3,1453.375,10.0,1934.5,52,0,0,0,0,0,0,2,20,6,11607,8192,229,1,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
39,224920,80,3,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,64,0,666666.6667,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,274,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Dos
